
============================================================
filter_models.py — 2026-06-20 14:13:57
Source: /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models
Thresholds: nodes > 20  edges > 60  timeout 120s
============================================================

Found 7048 assembly.json model(s).
Found 182 hand-crafted STEP model(s) (no assembly.json).
  [96/182] OK  DOBRADIÇA - 03.STEP [0.1s]
  [97/182] OK  Dobradica Náutica.STEP [0.2s]
  [98/182] OK  Assem hinge.STEP [0.2s]
  [99/182] OK  assemblyPetlya.stp [1.1s]
  [100/182] OK  ASS_door_hinge60.STEP [0.3s]
  [101/182] OK  door hinge assembly angled.STEP [0.3s]
  [102/182] OK  door hinge assembly.STEP [0.3s]
  [103/182] OK  DOOR HINGE v1.step [4.4s]
  [104/182] OK  Door hinge joint.step [1.1s]
  [105/182] OK  Gate-House-Hinge-#0308970 v2.step [0.3s]
  [106/182] OK  A-960-3.stp [0.9s]
  [107/182] OK  BY183-2.stp [2.0s]
  [108/182] OK  HHPSNA8-SET.stp [0.3s]
  [109/182] OK  KFC-120(IV) FAN.stp [0.2s]
  [110/182] OK  Butt Hinge.stp [0.2s]
  [111/182] OK  ASS_HL051-1.3.stp [0.2s]
  [112/182] OK  HL051-1.3 A.stp [0.2s]
  [113/182] OK  HL051-1.3 B.stp [0.1s]
  [114/182] OK  Parts.step [0.1s]
  [115/182] OK  Untitled work v2.step [0.2s]
  [116/182] OK  hinge.stp [0.3s]
  [117/182] OK  Hinge_close.STEP [1.6s]
  [118/182] OK  Hinge_open.STEP [1.7s]
  [119/182] OK  Assemblage1.STEP [0.9s]
  [120/182] OK  121.STEP [0.2s]
  [121/182] OK  Hinge.stp [0.2s]
  [122/182] OK  RS Pro_Hinge_726-4125 (50x50x2).stp [0.3s]
  [123/182] OK  Dobradiça 850.step [0.2s]
  [124/182] OK  HINGE-HENGZHU-50X50.STEP [0.2s]
  [125/182] OK  Hinge for Extrusion UNEVEN 3030 and 2020.step [0.4s]
  [126/182] OK  Hinge for Alu Profile 3030.step [0.2s]
  [127/182] OK  HINGE-HENGZHU-40X40.STEP [0.2s]
  [128/182] OK  Assembly1.stp [0.3s]
  [129/182] OK  Hinge v1.step [0.2s]
  [130/182] OK  Assembly4.stp [0.2s]
  [131/182] OK  Hinge NH-42L.STEP [0.1s]
  [132/182] OK  NABESEI Hinge stainless steel NH-42L.STEP [0.2s]
  [133/182] OK  Hinge-W50x63x6T.step [0.3s]
  [134/182] OK  Hinges 26x36.STEP [0.2s]
  [135/182] OK  HINGE 1.STEP [0.1s]
  [136/182] OK  HINGE 2.STEP [0.1s]
  [137/182] OK  HINGE ASSY.STEP [0.2s]
  [138/182] OK  engsel.stp [0.2s]
[31;1m**** ERR StepFile : Undefined Parsing: Line 2: Incorrect syntax: unexpected TYPE, expecting STEP    ****[0m
[31;1m**** ERR StepFile : Undefined Parsing: Line 2: Incorrect syntax: unexpected TYPE, expecting STEP    ****[0m
  [139/182] OK  hood hinge_(yamaha).stp [0.2s]
  [140/182] OK  KROM MENTEŞE MONTAJI.STEP [0.2s]
  [141/182] OK  MILGRADE SS HINGE M5.STEP [0.2s]
  [142/182] OK  Mortise-Mount Hinges with Holes.STEP [0.2s]
  [143/182] OK  BH050105X4ZP.STEP [0.5s]
  [144/182] OK  Plug-in Door Hinge.STEP [0.2s]
  [145/182] OK  SFK-2A3S.STEP [0.5s]
  [146/182] OK  Hinge.stp [1.9s]
  [147/182] OK  Stainless Steel Hinge,DHS-5065-6.STEP [1.1s]
  [148/182] OK  TH-31_X.STEP [0.2s]
  [149/182] OK  10mm Nut.stp [0.2s]
  [150/182] OK  12mm Nut.stp [0.3s]
  [151/182] OK  Bolt.stp [0.6s]
  [152/182] OK  Bush.stp [0.1s]
  [153/182] OK  Caster wheel Assembly23.stp [19.1s]
  [154/182] OK  Frame.stp [0.1s]
  [155/182] OK  Pin.stp [0.3s]
  [156/182] OK  Washer.stp [0.1s]
  [157/182] OK  wheel.stp [0.1s]
  [158/182] EDGES>60 (66): Plate_ASM11Plate_ASMPlate_Assembly A.1.stp [1.5s] → edges_gt_60/
  [159/182] ERROR: circular pattern..STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/circular-plate-assembly-1/circular pattern..STEP'
  [160/182] ERROR: Guide Roller Assembly.STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/guide-roller-assembly-solidworks-step-1/Guide Roller Assembly.STEP'
  [161/182] ERROR: Ass'y, Tramp Stamp with License Plate Bracket.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/jeep-wrangler-jk-tire-carrier-delete-plate-license-plate-bracket-led-license-plate-light-1/Ass'y, Tramp Stamp with License Plate Bracket.stp'
  [162/182] ERROR: NEGATIVE BATTERY TERMINAL CLAMP.STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/negative-battery-terminal-clamp-1/NEGATIVE BATTERY TERMINAL CLAMP.STEP'
  [163/182] ERROR: ANSI B18.3.4M - M5 x 0.8 x 25(1).stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/ANSI B18.3.4M - M5 x 0.8 x 25(1).stp'
  [164/182] ERROR: ASSY GANTRY 5050.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/ASSY GANTRY 5050.stp'
  [165/182] ERROR: Gantry Base 50mm.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/Gantry Base 50mm.stp'
  [166/182] ERROR: Nuts Gantry.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/Nuts Gantry.stp'
  [167/182] ERROR: Ruber Wheel.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/Ruber Wheel.stp'
  [168/182] ERROR: Washer ID 5 x 7.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/openbuilds-v-slot-gantry-aluminium-plate-50-mm-1/Washer ID 5 x 7.stp'
  [169/182] ERROR: 174391 SNCB-40 (PIVOT).STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/pivot-19/174391 SNCB-40 (PIVOT).STEP'
  [170/182] ERROR: plate assembly.stp: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/plate assembly/plate assembly.stp'
  [171/182] ERROR: Assem1.STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/plate assembly-2/Assem1.STEP'
  [172/182] ERROR: POSITIVE BATTERY TERMINAL CLAMP.STEP: Unable to open file '/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Plate_Bolt/positive-battery-terminal-clamp-1/POSITIVE BATTERY TERMINAL CLAMP.STEP'
  [173/182] OK  asm0002_asm.stp [0.7s]
  [174/182] OK  bearing housing_IGS.step [2.3s]
  [175/182] OK  Pedestal Bearing.stp [0.9s]
  [176/182] OK  Pillow Block Bearing.STEP [1.4s]
[32;1m*** ERR StepReaderData : Unresolved Reference : Fails Count : 1 ***[0m
  [177/182] OK  plumber block.stp [0.3s]
  [178/182] EDGES>60 (366): Asm7.stp [1.7s] → edges_gt_60/
  [179/182] OK  Plummer Block.stp [0.7s]
  [180/182] OK  Plummer Block.STEP [4.3s]
  [181/182] OK  block.stp [2.8s]
  [182/182] OK  plumber block_.step [54.8s]

Phase 2 done: 1526 total-nodes_mv  38 total-edges_mv  0 timeout

Report written → /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/skipped_models_report.json

============================================================
DONE — 1564 folders moved total
  nodes_gt_20 : 1526
  edges_gt_60 : 38
  timeout     : 0
  ok (kept)   : 5652
  errors      : 14
============================================================

